Schooljaar: korte omschrijving;Leerjaar lager;Aantal zittenblijvers;Aantal leerlingen;Marketingnaam
2014-2015;2e leerjaar;4;46;De Kangoeroe
2014-2015;3e leerjaar;2;49;De Kangoeroe
2014-2015;4e leerjaar;2;43;De Kangoeroe
2014-2015;5e leerjaar;2;46;De Kangoeroe
2014-2015;6e leerjaar;2;33;De Kangoeroe
2015-2016;1e leerjaar;5;46;De Kangoeroe
2015-2016;2e leerjaar;4;46;De Kangoeroe
2015-2016;3e leerjaar;0;45;De Kangoeroe
2015-2016;4e leerjaar;3;49;De Kangoeroe
2015-2016;5e leerjaar;3;45;De Kangoeroe
2015-2016;6e leerjaar;0;41;De Kangoeroe
2011-2012;4e leerjaar;2;48;De Kangoeroe
2010-2011;2e leerjaar;1;43;De Kangoeroe
2010-2011;3e leerjaar;4;49;De Kangoeroe
2010-2011;4e leerjaar;4;47;De Kangoeroe
2010-2011;5e leerjaar;1;48;De Kangoeroe
2010-2011;6e leerjaar;0;36;De Kangoeroe
2010-2011;1e leerjaar;5;53;De Kangoeroe
2011-2012;3e leerjaar;3;37;De Kangoeroe
2019-2020;1e leerjaar;1;49;De Kangoeroe
2017-2018;5e leerjaar;0;43;De Kangoeroe
2017-2018;4e leerjaar;2;42;De Kangoeroe
2017-2018;3e leerjaar;2;42;De Kangoeroe
2017-2018;2e leerjaar;5;50;De Kangoeroe
2017-2018;1e leerjaar;3;49;De Kangoeroe
2016-2017;1e leerjaar;4;49;De Kangoeroe
2019-2020;2e leerjaar;6;48;De Kangoeroe
2019-2020;6e leerjaar;0;35;De Kangoeroe
2019-2020;5e leerjaar;2;42;De Kangoeroe
2017-2018;6e leerjaar;0;38;De Kangoeroe
2019-2020;3e leerjaar;0;45;De Kangoeroe
2018-2019;1e leerjaar;7;50;De Kangoeroe
2018-2019;2e leerjaar;8;47;De Kangoeroe
2018-2019;3e leerjaar;2;46;De Kangoeroe
2018-2019;5e leerjaar;4;40;De Kangoeroe
2018-2019;6e leerjaar;1;36;De Kangoeroe
2016-2017;2e leerjaar;4;49;De Kangoeroe
2016-2017;3e leerjaar;1;46;De Kangoeroe
2016-2017;4e leerjaar;2;44;De Kangoeroe
2016-2017;5e leerjaar;2;44;De Kangoeroe
2016-2017;6e leerjaar;0;41;De Kangoeroe
2018-2019;4e leerjaar;3;40;De Kangoeroe
2019-2020;4e leerjaar;1;45;De Kangoeroe
2010-2011;4e leerjaar;1;15;De Speelvogel
2010-2011;2e leerjaar;0;14;De Speelvogel
2010-2011;3e leerjaar;2;22;De Speelvogel
2012-2013;1e leerjaar;3;27;De Speelvogel
2012-2013;2e leerjaar;0;19;De Speelvogel
2012-2013;3e leerjaar;1;17;De Speelvogel
2012-2013;4e leerjaar;1;17;De Speelvogel
2012-2013;6e leerjaar;1;15;De Speelvogel
2013-2014;3e leerjaar;0;14;De Speelvogel
2010-2011;5e leerjaar;1;21;De Speelvogel
2012-2013;5e leerjaar;0;13;De Speelvogel
2011-2012;6e leerjaar;0;19;De Speelvogel
2014-2015;1e leerjaar;2;27;De Speelvogel
2013-2014;2e leerjaar;4;23;De Speelvogel
2010-2011;6e leerjaar;1;15;De Speelvogel
2013-2014;4e leerjaar;3;21;De Speelvogel
2013-2014;5e leerjaar;0;19;De Speelvogel
2013-2014;6e leerjaar;0;11;De Speelvogel
2011-2012;5e leerjaar;1;13;De Speelvogel
2011-2012;4e leerjaar;0;14;De Speelvogel
2011-2012;3e leerjaar;3;18;De Speelvogel
2011-2012;2e leerjaar;0;16;De Speelvogel
2011-2012;1e leerjaar;4;27;De Speelvogel
2010-2011;1e leerjaar;4;22;De Speelvogel
2013-2014;1e leerjaar;3;28;De Speelvogel
2015-2016;2e leerjaar;2;25;De Speelvogel
2014-2015;3e leerjaar;0;21;De Speelvogel
2014-2015;4e leerjaar;0;16;De Speelvogel
2014-2015;5e leerjaar;0;24;De Speelvogel
2014-2015;6e leerjaar;0;14;De Speelvogel
2015-2016;3e leerjaar;1;23;De Speelvogel
2014-2015;2e leerjaar;1;22;De Speelvogel
2015-2016;4e leerjaar;0;22;De Speelvogel
2015-2016;5e leerjaar;0;15;De Speelvogel
2015-2016;1e leerjaar;3;25;De Speelvogel
2015-2016;6e leerjaar;0;23;De Speelvogel
2019-2020;4e leerjaar;0;22;De Speelvogel
2017-2018;2e leerjaar;2;25;De Speelvogel
2017-2018;3e leerjaar;2;17;De Speelvogel
2018-2019;6e leerjaar;0;12;De Speelvogel
2017-2018;5e leerjaar;1;15;De Speelvogel
2019-2020;6e leerjaar;0;14;De Speelvogel
2019-2020;3e leerjaar;0;24;De Speelvogel
2019-2020;2e leerjaar;0;23;De Speelvogel
2019-2020;1e leerjaar;0;51;De Speelvogel
2018-2019;4e leerjaar;0;19;De Speelvogel
2018-2019;3e leerjaar;0;22;De Speelvogel
2018-2019;2e leerjaar;1;24;De Speelvogel
2018-2019;1e leerjaar;2;25;De Speelvogel
2017-2018;4e leerjaar;1;18;De Speelvogel
2018-2019;5e leerjaar;0;18;De Speelvogel
2016-2017;4e leerjaar;0;18;De Speelvogel
2017-2018;6e leerjaar;0;17;De Speelvogel
2017-2018;1e leerjaar;3;27;De Speelvogel
2016-2017;5e leerjaar;1;20;De Speelvogel
2016-2017;3e leerjaar;0;20;De Speelvogel
2016-2017;2e leerjaar;0;23;De Speelvogel
2016-2017;1e leerjaar;3;27;De Speelvogel
2016-2017;6e leerjaar;0;13;De Speelvogel
2014-2015;1e leerjaar;1;15;De Speelvogel
2015-2016;2e leerjaar;0;15;De Speelvogel
2015-2016;1e leerjaar;1;18;De Speelvogel
2016-2017;1e leerjaar;1;24;De Speelvogel
2016-2017;2e leerjaar;3;20;De Speelvogel
2016-2017;3e leerjaar;0;13;De Speelvogel
2015-2016;3e leerjaar;2;39;Inpeeria
2015-2016;2e leerjaar;6;39;Inpeeria
2011-2012;1e leerjaar;7;45;Inpeeria
2015-2016;4e leerjaar;1;38;Inpeeria
2015-2016;5e leerjaar;0;36;Inpeeria
2015-2016;6e leerjaar;0;28;Inpeeria
2015-2016;1e leerjaar;5;42;Inpeeria
2010-2011;2e leerjaar;4;28;Inpeeria
2011-2012;4e leerjaar;1;24;Inpeeria
2014-2015;1e leerjaar;2;40;Inpeeria
2014-2015;2e leerjaar;7;42;Inpeeria
2014-2015;3e leerjaar;3;36;Inpeeria
2014-2015;4e leerjaar;0;35;Inpeeria
2010-2011;4e leerjaar;2;26;Inpeeria
2014-2015;6e leerjaar;0;16;Inpeeria
2010-2011;6e leerjaar;0;20;Inpeeria
2011-2012;5e leerjaar;0;22;Inpeeria
2011-2012;3e leerjaar;1;24;Inpeeria
2011-2012;2e leerjaar;3;36;Inpeeria
2010-2011;3e leerjaar;1;20;Inpeeria
2010-2011;1e leerjaar;4;37;Inpeeria
2010-2011;5e leerjaar;0;15;Inpeeria
2014-2015;5e leerjaar;1;31;Inpeeria
2012-2013;4e leerjaar;0;25;Inpeeria
2011-2012;6e leerjaar;0;15;Inpeeria
2012-2013;5e leerjaar;0;22;Inpeeria
2012-2013;3e leerjaar;0;34;Inpeeria
2012-2013;2e leerjaar;2;38;Inpeeria
2012-2013;1e leerjaar;4;41;Inpeeria
2013-2014;1e leerjaar;3;39;Inpeeria
2013-2014;2e leerjaar;6;40;Inpeeria
2013-2014;3e leerjaar;6;35;Inpeeria
2013-2014;4e leerjaar;0;31;Inpeeria
2013-2014;5e leerjaar;0;22;Inpeeria
2013-2014;6e leerjaar;0;16;Inpeeria
2012-2013;6e leerjaar;1;22;Inpeeria
2018-2019;1e leerjaar;3;40;Inpeeria
2018-2019;2e leerjaar;4;40;Inpeeria
2018-2019;3e leerjaar;1;42;Inpeeria
2016-2017;5e leerjaar;0;38;Inpeeria
2018-2019;4e leerjaar;2;40;Inpeeria
2018-2019;5e leerjaar;2;25;Inpeeria
2016-2017;1e leerjaar;8;46;Inpeeria
2016-2017;2e leerjaar;2;39;Inpeeria
2016-2017;3e leerjaar;6;39;Inpeeria
2018-2019;6e leerjaar;0;32;Inpeeria
2016-2017;4e leerjaar;0;35;Inpeeria
2017-2018;5e leerjaar;0;32;Inpeeria
2019-2020;1e leerjaar;4;47;Inpeeria
2019-2020;2e leerjaar;1;38;Inpeeria
2019-2020;3e leerjaar;8;41;Inpeeria
2019-2020;4e leerjaar;1;37;Inpeeria
2019-2020;5e leerjaar;0;37;Inpeeria
2017-2018;1e leerjaar;4;38;Inpeeria
2017-2018;2e leerjaar;2;42;Inpeeria
2017-2018;4e leerjaar;3;29;Inpeeria
2016-2017;6e leerjaar;0;31;Inpeeria
2017-2018;6e leerjaar;0;33;Inpeeria
2019-2020;6e leerjaar;0;27;Inpeeria
2017-2018;3e leerjaar;6;40;Inpeeria
2013-2014;5e leerjaar;2;107;De Vlinderboom
2011-2012;1e leerjaar;3;70;De Vlinderboom
2012-2013;6e leerjaar;0;75;De Vlinderboom
2012-2013;5e leerjaar;0;94;De Vlinderboom
2010-2011;2e leerjaar;4;65;De Vlinderboom
2014-2015;5e leerjaar;5;114;De Vlinderboom
2013-2014;6e leerjaar;1;90;De Vlinderboom
2014-2015;6e leerjaar;0;98;De Vlinderboom
2013-2014;4e leerjaar;5;114;De Vlinderboom
2011-2012;6e leerjaar;0;62;De Vlinderboom
2011-2012;5e leerjaar;1;49;De Vlinderboom
2011-2012;4e leerjaar;0;51;De Vlinderboom
2011-2012;3e leerjaar;2;64;De Vlinderboom
2011-2012;2e leerjaar;2;69;De Vlinderboom
2012-2013;4e leerjaar;2;113;De Vlinderboom
2010-2011;1e leerjaar;3;71;De Vlinderboom
2015-2016;6e leerjaar;0;101;De Vlinderboom
2015-2016;5e leerjaar;3;119;De Vlinderboom
2015-2016;4e leerjaar;0;117;De Vlinderboom
2014-2015;4e leerjaar;2;117;De Vlinderboom
2010-2011;4e leerjaar;1;49;De Vlinderboom
2010-2011;5e leerjaar;3;67;De Vlinderboom
2010-2011;6e leerjaar;0;40;De Vlinderboom
2010-2011;3e leerjaar;2;52;De Vlinderboom
2017-2018;4e leerjaar;4;110;De Vlinderboom
2017-2018;5e leerjaar;5;110;De Vlinderboom
2017-2018;6e leerjaar;0;107;De Vlinderboom
2019-2020;4e leerjaar;5;117;De Vlinderboom
2019-2020;5e leerjaar;2;97;De Vlinderboom
2019-2020;6e leerjaar;0;104;De Vlinderboom
2016-2017;6e leerjaar;0;106;De Vlinderboom
2016-2017;5e leerjaar;5;118;De Vlinderboom
2016-2017;4e leerjaar;1;112;De Vlinderboom
2018-2019;4e leerjaar;1;109;De Vlinderboom
2018-2019;5e leerjaar;0;110;De Vlinderboom
2018-2019;6e leerjaar;1;107;De Vlinderboom
2012-2013;1e leerjaar;4;119;De Vlinderboom
2014-2015;3e leerjaar;1;117;De Vlinderboom
2012-2013;2e leerjaar;2;119;De Vlinderboom
2014-2015;2e leerjaar;5;112;De Vlinderboom
2014-2015;1e leerjaar;11;116;De Vlinderboom
2015-2016;1e leerjaar;6;116;De Vlinderboom
2015-2016;2e leerjaar;1;114;De Vlinderboom
2015-2016;3e leerjaar;1;114;De Vlinderboom
2013-2014;2e leerjaar;4;114;De Vlinderboom
2012-2013;3e leerjaar;3;114;De Vlinderboom
2013-2014;3e leerjaar;5;120;De Vlinderboom
2013-2014;1e leerjaar;7;116;De Vlinderboom
2017-2018;3e leerjaar;2;115;De Vlinderboom
2017-2018;1e leerjaar;8;103;De Vlinderboom
2018-2019;1e leerjaar;8;105;De Vlinderboom
2017-2018;2e leerjaar;6;119;De Vlinderboom
2019-2020;1e leerjaar;7;97;De Vlinderboom
2019-2020;2e leerjaar;1;95;De Vlinderboom
2019-2020;3e leerjaar;1;93;De Vlinderboom
2018-2019;3e leerjaar;3;118;De Vlinderboom
2018-2019;2e leerjaar;4;96;De Vlinderboom
2016-2017;3e leerjaar;4;109;De Vlinderboom
2016-2017;2e leerjaar;4;117;De Vlinderboom
2016-2017;1e leerjaar;7;120;De Vlinderboom
2013-2014;3e leerjaar;1;30;De Esdoorn
2013-2014;2e leerjaar;5;38;De Esdoorn
2013-2014;1e leerjaar;5;46;De Esdoorn
2013-2014;4e leerjaar;5;38;De Esdoorn
2010-2011;1e leerjaar;17;55;De Esdoorn
2013-2014;5e leerjaar;0;17;De Esdoorn
2010-2011;4e leerjaar;11;36;De Esdoorn
2012-2013;1e leerjaar;3;38;De Esdoorn
2012-2013;2e leerjaar;4;37;De Esdoorn
2012-2013;3e leerjaar;0;40;De Esdoorn
2012-2013;4e leerjaar;1;31;De Esdoorn
2012-2013;5e leerjaar;0;32;De Esdoorn
2010-2011;5e leerjaar;0;9;De Esdoorn
2010-2011;6e leerjaar;0;13;De Esdoorn
2013-2014;6e leerjaar;0;16;De Esdoorn
2010-2011;2e leerjaar;6;33;De Esdoorn
2014-2015;4e leerjaar;2;27;De Esdoorn
2014-2015;1e leerjaar;4;44;De Esdoorn
2014-2015;2e leerjaar;1;43;De Esdoorn
2014-2015;3e leerjaar;3;36;De Esdoorn
2014-2015;5e leerjaar;0;22;De Esdoorn
2012-2013;6e leerjaar;0;17;De Esdoorn
2015-2016;1e leerjaar;4;42;De Esdoorn
2015-2016;2e leerjaar;2;37;De Esdoorn
2015-2016;3e leerjaar;0;36;De Esdoorn
2015-2016;4e leerjaar;1;35;De Esdoorn
2015-2016;5e leerjaar;0;24;De Esdoorn
2015-2016;6e leerjaar;0;19;De Esdoorn
2010-2011;3e leerjaar;5;34;De Esdoorn
2011-2012;1e leerjaar;1;36;De Esdoorn
2011-2012;2e leerjaar;2;47;De Esdoorn
2011-2012;3e leerjaar;1;30;De Esdoorn
2011-2012;4e leerjaar;0;33;De Esdoorn
2011-2012;5e leerjaar;0;21;De Esdoorn
2011-2012;6e leerjaar;0;6;De Esdoorn
2014-2015;6e leerjaar;0;14;De Esdoorn
2019-2020;1e leerjaar;3;40;De Esdoorn
2018-2019;5e leerjaar;0;27;De Esdoorn
2017-2018;3e leerjaar;3;35;De Esdoorn
2017-2018;1e leerjaar;1;45;De Esdoorn
2017-2018;2e leerjaar;6;49;De Esdoorn
2017-2018;4e leerjaar;3;34;De Esdoorn
2017-2018;5e leerjaar;3;30;De Esdoorn
2018-2019;6e leerjaar;0;27;De Esdoorn
2019-2020;4e leerjaar;0;33;De Esdoorn
2018-2019;4e leerjaar;2;34;De Esdoorn
2018-2019;3e leerjaar;6;44;De Esdoorn
2018-2019;2e leerjaar;3;42;De Esdoorn
2018-2019;1e leerjaar;3;46;De Esdoorn
2017-2018;6e leerjaar;0;32;De Esdoorn
2016-2017;1e leerjaar;4;46;De Esdoorn
2019-2020;5e leerjaar;3;37;De Esdoorn
2019-2020;6e leerjaar;0;17;De Esdoorn
2016-2017;2e leerjaar;3;41;De Esdoorn
2016-2017;3e leerjaar;1;31;De Esdoorn
2016-2017;4e leerjaar;1;30;De Esdoorn
2016-2017;5e leerjaar;1;34;De Esdoorn
2016-2017;6e leerjaar;0;22;De Esdoorn
2019-2020;3e leerjaar;1;36;De Esdoorn
2019-2020;2e leerjaar;6;38;De Esdoorn
2015-2016;4e leerjaar;0;26;Flora
2014-2015;1e leerjaar;0;30;Flora
2013-2014;3e leerjaar;3;36;Flora
2014-2015;3e leerjaar;2;29;Flora
2010-2011;6e leerjaar;0;16;Flora
2014-2015;5e leerjaar;0;25;Flora
2014-2015;6e leerjaar;0;19;Flora
2013-2014;4e leerjaar;1;38;Flora
2015-2016;5e leerjaar;0;31;Flora
2014-2015;2e leerjaar;2;36;Flora
2015-2016;3e leerjaar;2;38;Flora
2015-2016;2e leerjaar;2;29;Flora
2015-2016;1e leerjaar;3;34;Flora
2012-2013;1e leerjaar;2;30;Flora
2012-2013;2e leerjaar;0;38;Flora
2012-2013;3e leerjaar;0;41;Flora
2012-2013;4e leerjaar;0;22;Flora
2013-2014;2e leerjaar;2;34;Flora
2012-2013;5e leerjaar;0;15;Flora
2012-2013;6e leerjaar;0;16;Flora
2013-2014;1e leerjaar;1;39;Flora
2010-2011;5e leerjaar;0;20;Flora
2015-2016;6e leerjaar;0;18;Flora
2011-2012;4e leerjaar;0;21;Flora
2013-2014;5e leerjaar;0;21;Flora
2010-2011;2e leerjaar;5;37;Flora
2010-2011;1e leerjaar;6;46;Flora
2014-2015;4e leerjaar;2;34;Flora
2011-2012;5e leerjaar;0;13;Flora
2010-2011;3e leerjaar;5;24;Flora
2011-2012;3e leerjaar;0;23;Flora
2011-2012;2e leerjaar;11;45;Flora
2011-2012;1e leerjaar;8;43;Flora
2010-2011;4e leerjaar;1;22;Flora
2013-2014;6e leerjaar;0;13;Flora
2011-2012;6e leerjaar;0;13;Flora
2019-2020;1e leerjaar;5;30;Flora
2019-2020;6e leerjaar;0;21;Flora
2019-2020;5e leerjaar;1;30;Flora
2019-2020;4e leerjaar;2;27;Flora
2019-2020;2e leerjaar;3;39;Flora
2018-2019;6e leerjaar;0;27;Flora
2018-2019;5e leerjaar;0;23;Flora
2018-2019;4e leerjaar;2;33;Flora
2018-2019;3e leerjaar;2;29;Flora
2018-2019;2e leerjaar;2;34;Flora
2018-2019;1e leerjaar;1;37;Flora
2017-2018;4e leerjaar;0;23;Flora
2019-2020;3e leerjaar;3;36;Flora
2017-2018;2e leerjaar;0;27;Flora
2017-2018;6e leerjaar;0;15;Flora
2016-2017;6e leerjaar;0;24;Flora
2016-2017;5e leerjaar;0;22;Flora
2016-2017;4e leerjaar;3;35;Flora
2016-2017;3e leerjaar;2;26;Flora
2017-2018;1e leerjaar;5;36;Flora
2017-2018;3e leerjaar;1;31;Flora
2017-2018;5e leerjaar;0;28;Flora
2016-2017;1e leerjaar;4;33;Flora
2016-2017;2e leerjaar;1;30;Flora
2010-2011;5e leerjaar;1;40;Arthurschool (tem 31/08/2012)
2010-2011;4e leerjaar;3;45;Arthurschool (tem 31/08/2012)
2010-2011;3e leerjaar;3;43;Arthurschool (tem 31/08/2012)
2011-2012;6e leerjaar;0;38;Arthurschool (tem 31/08/2012)
2011-2012;5e leerjaar;5;45;Arthurschool (tem 31/08/2012)
2010-2011;6e leerjaar;1;43;Arthurschool (tem 31/08/2012)
2011-2012;4e leerjaar;0;44;Arthurschool (tem 31/08/2012)
2010-2011;1e leerjaar;5;48;Arthurschool (tem 31/08/2012)
2010-2011;2e leerjaar;3;48;Arthurschool (tem 31/08/2012)
2011-2012;1e leerjaar;2;48;Arthurschool (tem 31/08/2012)
2011-2012;2e leerjaar;1;47;Arthurschool (tem 31/08/2012)
2011-2012;3e leerjaar;1;48;Arthurschool (tem 31/08/2012)
2013-2014;6e leerjaar;1;15;De Horizon
2013-2014;5e leerjaar;1;19;De Horizon
2013-2014;4e leerjaar;1;33;De Horizon
2015-2016;6e leerjaar;0;22;De Horizon
2015-2016;5e leerjaar;2;16;De Horizon
2013-2014;3e leerjaar;0;17;De Horizon
2015-2016;2e leerjaar;0;30;De Horizon
2010-2011;3e leerjaar;3;15;De Horizon
2015-2016;1e leerjaar;1;22;De Horizon
2015-2016;4e leerjaar;2;25;De Horizon
2015-2016;3e leerjaar;0;16;De Horizon
2013-2014;2e leerjaar;2;30;De Horizon
2010-2011;1e leerjaar;7;35;De Horizon
2010-2011;2e leerjaar;0;25;De Horizon
2011-2012;2e leerjaar;0;33;De Horizon
2011-2012;1e leerjaar;1;22;De Horizon
2013-2014;1e leerjaar;1;21;De Horizon
2014-2015;1e leerjaar;1;32;De Horizon
2014-2015;2e leerjaar;1;19;De Horizon
2014-2015;3e leerjaar;0;27;De Horizon
2014-2015;4e leerjaar;1;18;De Horizon
2014-2015;5e leerjaar;1;28;De Horizon
2011-2012;5e leerjaar;0;14;De Horizon
2011-2012;3e leerjaar;0;26;De Horizon
2010-2011;4e leerjaar;0;13;De Horizon
2011-2012;4e leerjaar;1;18;De Horizon
2012-2013;1e leerjaar;1;34;De Horizon
2012-2013;2e leerjaar;1;24;De Horizon
2012-2013;3e leerjaar;0;31;De Horizon
2012-2013;4e leerjaar;0;25;De Horizon
2012-2013;5e leerjaar;0;15;De Horizon
2012-2013;6e leerjaar;1;14;De Horizon
2011-2012;6e leerjaar;0;15;De Horizon
2010-2011;6e leerjaar;0;12;De Horizon
2010-2011;5e leerjaar;1;17;De Horizon
2014-2015;6e leerjaar;0;15;De Horizon
2016-2017;1e leerjaar;0;20;De Horizon
2018-2019;4e leerjaar;1;17;De Horizon
2019-2020;1e leerjaar;4;19;De Horizon
2019-2020;2e leerjaar;3;27;De Horizon
2019-2020;3e leerjaar;1;12;De Horizon
2019-2020;4e leerjaar;2;11;De Horizon
2018-2019;6e leerjaar;0;16;De Horizon
2018-2019;5e leerjaar;1;17;De Horizon
2019-2020;5e leerjaar;1;11;De Horizon
2018-2019;3e leerjaar;1;17;De Horizon
2018-2019;1e leerjaar;2;26;De Horizon
2017-2018;6e leerjaar;0;23;De Horizon
2016-2017;2e leerjaar;3;22;De Horizon
2016-2017;3e leerjaar;3;22;De Horizon
2016-2017;4e leerjaar;3;19;De Horizon
2016-2017;5e leerjaar;3;28;De Horizon
2016-2017;6e leerjaar;0;15;De Horizon
2017-2018;1e leerjaar;0;21;De Horizon
2017-2018;2e leerjaar;2;21;De Horizon
2017-2018;3e leerjaar;0;22;De Horizon
2017-2018;4e leerjaar;4;20;De Horizon
2017-2018;5e leerjaar;2;16;De Horizon
2019-2020;6e leerjaar;0;9;De Horizon
2018-2019;2e leerjaar;1;16;De Horizon
2019-2020;5e leerjaar;0;22;De Speelvogel
2020-2021;1e leerjaar;1;33;Prins Dries
2020-2021;2e leerjaar;;28;Prins Dries
2020-2021;3e leerjaar;2;36;Prins Dries
2020-2021;4e leerjaar;1;35;Prins Dries
2020-2021;5e leerjaar;;34;Prins Dries
2020-2021;6e leerjaar;;42;Prins Dries
2020-2021;1e leerjaar;3;42;De Evenaar
2020-2021;2e leerjaar;2;46;De Evenaar
2020-2021;3e leerjaar;1;46;De Evenaar
2020-2021;4e leerjaar;1;43;De Evenaar
2020-2021;5e leerjaar;;35;De Evenaar
2020-2021;6e leerjaar;;40;De Evenaar
2020-2021;1e leerjaar;1;21;Alberreke
2020-2021;2e leerjaar;2;19;Alberreke
2020-2021;3e leerjaar;;23;Alberreke
2020-2021;4e leerjaar;1;20;Alberreke
2020-2021;5e leerjaar;1;22;Alberreke
2020-2021;6e leerjaar;;19;Alberreke
2020-2021;1e leerjaar;2;37;De Wereldreiziger
2020-2021;2e leerjaar;2;37;De Wereldreiziger
2020-2021;3e leerjaar;;39;De Wereldreiziger
2020-2021;4e leerjaar;;36;De Wereldreiziger
2020-2021;5e leerjaar;;39;De Wereldreiziger
2020-2021;6e leerjaar;;35;De Wereldreiziger
2020-2021;1e leerjaar;4;18;Via Louiza
2020-2021;2e leerjaar;2;19;Via Louiza
2020-2021;3e leerjaar;2;19;Via Louiza
2020-2021;4e leerjaar;2;14;Via Louiza
2020-2021;5e leerjaar;;14;Via Louiza
2020-2021;6e leerjaar;;9;Via Louiza
2020-2021;1e leerjaar;6;33;De Vlinders
2020-2021;2e leerjaar;7;43;De Vlinders
2020-2021;3e leerjaar;1;35;De Vlinders
2020-2021;4e leerjaar;7;34;De Vlinders
2020-2021;5e leerjaar;1;33;De Vlinders
2020-2021;6e leerjaar;;18;De Vlinders
2020-2021;1e leerjaar;1;52;Musica
2020-2021;2e leerjaar;1;48;Musica
2020-2021;3e leerjaar;1;45;Musica
2020-2021;4e leerjaar;;49;Musica
2020-2021;5e leerjaar;;50;Musica
2020-2021;6e leerjaar;;45;Musica
2020-2021;1e leerjaar;3;45;Aan de stroom
2020-2021;2e leerjaar;6;46;Aan de stroom
2020-2021;3e leerjaar;5;43;Aan de stroom
2020-2021;4e leerjaar;2;51;Aan de stroom
2020-2021;5e leerjaar;3;40;Aan de stroom
2020-2021;6e leerjaar;;27;Aan de stroom
2020-2021;1e leerjaar;;40;De Kleine Stad
2020-2021;2e leerjaar;1;47;De Kleine Stad
2020-2021;3e leerjaar;1;40;De Kleine Stad
2020-2021;4e leerjaar;;43;De Kleine Stad
2020-2021;5e leerjaar;;49;De Kleine Stad
2020-2021;6e leerjaar;;50;De Kleine Stad
2020-2021;1e leerjaar;;48;Crea 16
2020-2021;2e leerjaar;;48;Crea 16
2020-2021;3e leerjaar;;48;Crea 16
2020-2021;4e leerjaar;;48;Crea 16
2020-2021;5e leerjaar;;40;Crea 16
2020-2021;6e leerjaar;;48;Crea 16
2020-2021;1e leerjaar;3;48;De Kleine Wereld
2020-2021;2e leerjaar;4;47;De Kleine Wereld
2020-2021;3e leerjaar;1;41;De Kleine Wereld
2020-2021;4e leerjaar;2;47;De Kleine Wereld
2020-2021;5e leerjaar;1;46;De Kleine Wereld
2020-2021;6e leerjaar;;46;De Kleine Wereld
2020-2021;1e leerjaar;8;47;Sportomundo
2020-2021;2e leerjaar;7;37;Sportomundo
2020-2021;3e leerjaar;1;34;Sportomundo
2020-2021;4e leerjaar;5;34;Sportomundo
2020-2021;5e leerjaar;1;19;Sportomundo
2020-2021;6e leerjaar;2;20;Sportomundo
2020-2021;1e leerjaar;11;68;Villa Stuivenberg
2020-2021;2e leerjaar;6;50;Villa Stuivenberg
2020-2021;3e leerjaar;3;45;Villa Stuivenberg
2020-2021;4e leerjaar;3;40;Villa Stuivenberg
2020-2021;5e leerjaar;2;22;Villa Stuivenberg
2020-2021;6e leerjaar;1;42;Villa Stuivenberg
2020-2021;1e leerjaar;4;61;De Sterrenkijker
2020-2021;2e leerjaar;1;62;De Sterrenkijker
2020-2021;3e leerjaar;;70;De Sterrenkijker
2020-2021;4e leerjaar;;63;De Sterrenkijker
2020-2021;5e leerjaar;;68;De Sterrenkijker
2020-2021;6e leerjaar;;79;De Sterrenkijker
2020-2021;1e leerjaar;5;38;Creatopia
2020-2021;2e leerjaar;3;40;Creatopia
2020-2021;3e leerjaar;7;43;Creatopia
2020-2021;4e leerjaar;10;44;Creatopia
2020-2021;5e leerjaar;1;30;Creatopia
2020-2021;6e leerjaar;;24;Creatopia
2020-2021;3e leerjaar;4;68;De Tandem
2020-2021;4e leerjaar;6;72;De Tandem
2020-2021;5e leerjaar;1;64;De Tandem
2020-2021;6e leerjaar;;63;De Tandem
2020-2021;1e leerjaar;10;72;De Tandem
2020-2021;2e leerjaar;2;57;De Tandem
2020-2021;1e leerjaar;8;38;De Piramide
2020-2021;2e leerjaar;1;42;De Piramide
2020-2021;3e leerjaar;4;47;De Piramide
2020-2021;4e leerjaar;1;46;De Piramide
2020-2021;5e leerjaar;4;44;De Piramide
2020-2021;6e leerjaar;;37;De Piramide
2020-2021;1e leerjaar;2;28;De Schroef
2020-2021;2e leerjaar;2;24;De Schroef
2020-2021;3e leerjaar;;24;De Schroef
2020-2021;4e leerjaar;;25;De Schroef
2020-2021;5e leerjaar;1;23;De Schroef
2020-2021;6e leerjaar;1;18;De Schroef
2020-2021;1e leerjaar;1;42;De Beren
2020-2021;2e leerjaar;;28;De Beren
2020-2021;3e leerjaar;2;30;De Beren
2020-2021;4e leerjaar;;33;De Beren
2020-2021;5e leerjaar;;26;De Beren
2020-2021;6e leerjaar;1;21;De Beren
2020-2021;1e leerjaar;;25;De Brem
2020-2021;2e leerjaar;;27;De Brem
2020-2021;3e leerjaar;1;27;De Brem
2020-2021;4e leerjaar;;25;De Brem
2020-2021;5e leerjaar;;27;De Brem
2020-2021;6e leerjaar;;24;De Brem
2020-2021;1e leerjaar;6;44;Klimoever
2020-2021;2e leerjaar;3;47;Klimoever
2020-2021;3e leerjaar;;48;Klimoever
2020-2021;4e leerjaar;1;49;Klimoever
2020-2021;5e leerjaar;3;47;Klimoever
2020-2021;6e leerjaar;3;41;Klimoever
2020-2021;1e leerjaar;12;45;De Luchtballon
2020-2021;2e leerjaar;3;45;De Luchtballon
2020-2021;3e leerjaar;1;41;De Luchtballon
