Schooljaar: korte omschrijving;Leerjaar lager;Aantal zittenblijvers;Aantal leerlingen;Marketingnaam
2017-2018;3e leerjaar;1;54;Edison
2017-2018;2e leerjaar;10;59;Edison
2016-2017;1e leerjaar;10;53;Edison
2013-2014;5e leerjaar;7;46;Het Kompas
2011-2012;3e leerjaar;5;45;Het Kompas
2015-2016;3e leerjaar;3;55;Het Kompas
2011-2012;1e leerjaar;7;60;Het Kompas
2012-2013;5e leerjaar;1;42;Het Kompas
2012-2013;4e leerjaar;3;47;Het Kompas
2012-2013;3e leerjaar;2;58;Het Kompas
2012-2013;2e leerjaar;12;65;Het Kompas
2011-2012;5e leerjaar;4;48;Het Kompas
2013-2014;6e leerjaar;0;24;Het Kompas
2011-2012;4e leerjaar;5;45;Het Kompas
2013-2014;4e leerjaar;5;50;Het Kompas
2013-2014;3e leerjaar;9;64;Het Kompas
2013-2014;2e leerjaar;4;64;Het Kompas
2013-2014;1e leerjaar;4;68;Het Kompas
2015-2016;1e leerjaar;4;66;Het Kompas
2015-2016;2e leerjaar;4;70;Het Kompas
2015-2016;6e leerjaar;0;32;Het Kompas
2015-2016;5e leerjaar;9;63;Het Kompas
2015-2016;4e leerjaar;0;52;Het Kompas
2012-2013;1e leerjaar;7;67;Het Kompas
2010-2011;6e leerjaar;0;24;Het Kompas
2014-2015;1e leerjaar;8;72;Het Kompas
2014-2015;2e leerjaar;9;62;Het Kompas
2014-2015;3e leerjaar;7;56;Het Kompas
2014-2015;4e leerjaar;3;58;Het Kompas
2014-2015;5e leerjaar;7;49;Het Kompas
2014-2015;6e leerjaar;0;35;Het Kompas
2012-2013;6e leerjaar;0;39;Het Kompas
2011-2012;6e leerjaar;0;40;Het Kompas
2010-2011;3e leerjaar;5;44;Het Kompas
2011-2012;2e leerjaar;11;72;Het Kompas
2010-2011;2e leerjaar;3;51;Het Kompas
2010-2011;5e leerjaar;9;54;Het Kompas
2010-2011;4e leerjaar;4;53;Het Kompas
2010-2011;1e leerjaar;10;74;Het Kompas
2019-2020;2e leerjaar;2;60;Het Kompas
2018-2019;2e leerjaar;3;59;Het Kompas
2018-2019;1e leerjaar;12;69;Het Kompas
2016-2017;1e leerjaar;6;74;Het Kompas
2016-2017;2e leerjaar;3;64;Het Kompas
2016-2017;3e leerjaar;3;69;Het Kompas
2016-2017;4e leerjaar;2;53;Het Kompas
2016-2017;5e leerjaar;6;48;Het Kompas
2019-2020;5e leerjaar;6;58;Het Kompas
2018-2019;3e leerjaar;4;69;Het Kompas
2019-2020;3e leerjaar;2;56;Het Kompas
2019-2020;6e leerjaar;0;55;Het Kompas
2019-2020;1e leerjaar;8;74;Het Kompas
2017-2018;6e leerjaar;0;45;Het Kompas
2017-2018;5e leerjaar;0;46;Het Kompas
2017-2018;4e leerjaar;3;70;Het Kompas
2017-2018;3e leerjaar;2;66;Het Kompas
2017-2018;2e leerjaar;2;68;Het Kompas
2017-2018;1e leerjaar;7;67;Het Kompas
2016-2017;6e leerjaar;0;51;Het Kompas
2019-2020;4e leerjaar;2;67;Het Kompas
2018-2019;5e leerjaar;3;66;Het Kompas
2018-2019;6e leerjaar;0;38;Het Kompas
2018-2019;4e leerjaar;5;61;Het Kompas
2011-2012;3e leerjaar;5;20;Accent
2011-2012;4e leerjaar;0;19;Accent
2011-2012;6e leerjaar;0;17;Accent
2013-2014;5e leerjaar;0;21;Accent
2011-2012;5e leerjaar;1;22;Accent
2013-2014;3e leerjaar;1;27;Accent
2012-2013;6e leerjaar;0;20;Accent
2013-2014;6e leerjaar;0;14;Accent
2011-2012;2e leerjaar;2;20;Accent
2011-2012;1e leerjaar;8;30;Accent
2012-2013;1e leerjaar;1;29;Accent
2012-2013;2e leerjaar;2;30;Accent
2012-2013;3e leerjaar;2;15;Accent
2012-2013;4e leerjaar;2;20;Accent
2012-2013;5e leerjaar;0;18;Accent
2013-2014;2e leerjaar;1;29;Accent
2013-2014;1e leerjaar;3;36;Accent
2014-2015;4e leerjaar;0;26;Accent
2014-2015;6e leerjaar;0;17;Accent
2013-2014;4e leerjaar;0;13;Accent
2010-2011;5e leerjaar;4;23;Accent
2010-2011;4e leerjaar;5;23;Accent
2010-2011;3e leerjaar;6;25;Accent
2010-2011;2e leerjaar;6;25;Accent
2014-2015;5e leerjaar;3;16;Accent
2010-2011;6e leerjaar;0;14;Accent
2014-2015;3e leerjaar;0;22;Accent
2014-2015;2e leerjaar;5;33;Accent
2015-2016;1e leerjaar;9;48;Accent
2015-2016;2e leerjaar;3;34;Accent
2015-2016;3e leerjaar;1;30;Accent
2010-2011;1e leerjaar;5;29;Accent
2015-2016;4e leerjaar;2;22;Accent
2014-2015;1e leerjaar;5;43;Accent
2015-2016;6e leerjaar;0;15;Accent
2015-2016;5e leerjaar;0;23;Accent
2019-2020;3e leerjaar;7;40;Accent
2018-2019;4e leerjaar;0;33;Accent
2018-2019;3e leerjaar;6;47;Accent
2018-2019;2e leerjaar;2;35;Accent
2019-2020;1e leerjaar;5;47;Accent
2018-2019;6e leerjaar;0;27;Accent
2016-2017;1e leerjaar;6;45;Accent
2017-2018;4e leerjaar;0;26;Accent
2017-2018;3e leerjaar;4;34;Accent
2018-2019;1e leerjaar;12;47;Accent
2017-2018;2e leerjaar;3;44;Accent
2019-2020;6e leerjaar;0;20;Accent
2018-2019;5e leerjaar;0;29;Accent
2019-2020;4e leerjaar;4;43;Accent
2019-2020;2e leerjaar;3;42;Accent
2016-2017;2e leerjaar;4;36;Accent
2016-2017;3e leerjaar;0;25;Accent
2016-2017;4e leerjaar;3;31;Accent
2016-2017;5e leerjaar;1;19;Accent
2016-2017;6e leerjaar;0;12;Accent
2017-2018;1e leerjaar;7;43;Accent
2017-2018;6e leerjaar;0;18;Accent
2017-2018;5e leerjaar;0;27;Accent
2019-2020;5e leerjaar;4;43;Accent
2015-2016;2e leerjaar;2;20;De Kleurenboom
2015-2016;1e leerjaar;0;15;De Kleurenboom
2012-2013;5e leerjaar;0;12;De Kleurenboom
2014-2015;1e leerjaar;0;17;De Kleurenboom
2014-2015;3e leerjaar;1;11;De Kleurenboom
2010-2011;6e leerjaar;0;6;De Kleurenboom
2010-2011;5e leerjaar;0;7;De Kleurenboom
2012-2013;6e leerjaar;0;9;De Kleurenboom
2014-2015;2e leerjaar;0;30;De Kleurenboom
2012-2013;4e leerjaar;1;9;De Kleurenboom
2012-2013;3e leerjaar;0;17;De Kleurenboom
2012-2013;2e leerjaar;1;20;De Kleurenboom
2012-2013;1e leerjaar;1;14;De Kleurenboom
2010-2011;4e leerjaar;0;10;De Kleurenboom
2010-2011;3e leerjaar;1;11;De Kleurenboom
2010-2011;1e leerjaar;2;17;De Kleurenboom
2015-2016;5e leerjaar;0;8;De Kleurenboom
2011-2012;1e leerjaar;1;20;De Kleurenboom
2011-2012;2e leerjaar;0;19;De Kleurenboom
2011-2012;3e leerjaar;0;6;De Kleurenboom
2011-2012;4e leerjaar;0;13;De Kleurenboom
2011-2012;5e leerjaar;0;10;De Kleurenboom
2011-2012;6e leerjaar;0;8;De Kleurenboom
2010-2011;2e leerjaar;0;5;De Kleurenboom
2013-2014;1e leerjaar;1;30;De Kleurenboom
2015-2016;6e leerjaar;0;14;De Kleurenboom
2014-2015;4e leerjaar;0;11;De Kleurenboom
2014-2015;5e leerjaar;0;14;De Kleurenboom
2014-2015;6e leerjaar;0;6;De Kleurenboom
2015-2016;3e leerjaar;1;29;De Kleurenboom
2013-2014;6e leerjaar;0;10;De Kleurenboom
2013-2014;5e leerjaar;0;8;De Kleurenboom
2013-2014;4e leerjaar;0;15;De Kleurenboom
2013-2014;3e leerjaar;0;15;De Kleurenboom
2013-2014;2e leerjaar;0;13;De Kleurenboom
2015-2016;4e leerjaar;0;13;De Kleurenboom
2019-2020;2e leerjaar;0;18;De Kleurenboom
2018-2019;6e leerjaar;0;29;De Kleurenboom
2019-2020;6e leerjaar;0;7;De Kleurenboom
2019-2020;5e leerjaar;0;10;De Kleurenboom
2016-2017;2e leerjaar;0;14;De Kleurenboom
2019-2020;3e leerjaar;1;16;De Kleurenboom
2016-2017;3e leerjaar;1;17;De Kleurenboom
2019-2020;1e leerjaar;0;21;De Kleurenboom
2018-2019;1e leerjaar;0;18;De Kleurenboom
2018-2019;2e leerjaar;0;13;De Kleurenboom
2018-2019;3e leerjaar;0;18;De Kleurenboom
2018-2019;4e leerjaar;0;10;De Kleurenboom
2018-2019;5e leerjaar;0;10;De Kleurenboom
2019-2020;4e leerjaar;1;17;De Kleurenboom
2017-2018;1e leerjaar;0;15;De Kleurenboom
2016-2017;5e leerjaar;0;9;De Kleurenboom
2017-2018;2e leerjaar;0;17;De Kleurenboom
2016-2017;6e leerjaar;0;9;De Kleurenboom
2017-2018;3e leerjaar;0;13;De Kleurenboom
2017-2018;4e leerjaar;0;16;De Kleurenboom
2017-2018;5e leerjaar;0;30;De Kleurenboom
2017-2018;6e leerjaar;0;9;De Kleurenboom
2016-2017;4e leerjaar;1;29;De Kleurenboom
2016-2017;1e leerjaar;1;17;De Kleurenboom
2010-2011;1e leerjaar;4;18;Het Groene Eilandje (tem 31/08/2011)
2010-2011;1e leerjaar;0;11;Sterrenkijker (tem 31.08.2011)
2013-2014;3e leerjaar;0;14;De Gele Ballon
2014-2015;3e leerjaar;0;10;De Gele Ballon
2011-2012;1e leerjaar;0;14;De Gele Ballon
2014-2015;4e leerjaar;0;16;De Gele Ballon
2013-2014;2e leerjaar;0;15;De Gele Ballon
2014-2015;2e leerjaar;1;14;De Gele Ballon
2015-2016;2e leerjaar;2;16;De Gele Ballon
2013-2014;1e leerjaar;2;19;De Gele Ballon
2015-2016;1e leerjaar;0;14;De Gele Ballon
2015-2016;3e leerjaar;0;11;De Gele Ballon
2015-2016;4e leerjaar;1;11;De Gele Ballon
2012-2013;2e leerjaar;0;14;De Gele Ballon
2015-2016;5e leerjaar;0;13;De Gele Ballon
2012-2013;1e leerjaar;1;16;De Gele Ballon
2014-2015;1e leerjaar;1;17;De Gele Ballon
2017-2018;1e leerjaar;0;13;De Gele Ballon
2019-2020;3e leerjaar;0;11;De Gele Ballon
2019-2020;1e leerjaar;2;15;De Gele Ballon
2017-2018;6e leerjaar;0;8;De Gele Ballon
2017-2018;5e leerjaar;1;10;De Gele Ballon
2017-2018;4e leerjaar;1;12;De Gele Ballon
2019-2020;5e leerjaar;0;12;De Gele Ballon
2017-2018;2e leerjaar;1;20;De Gele Ballon
2019-2020;4e leerjaar;0;17;De Gele Ballon
2017-2018;3e leerjaar;0;15;De Gele Ballon
2018-2019;3e leerjaar;0;17;De Gele Ballon
2016-2017;1e leerjaar;1;14;De Gele Ballon
2016-2017;2e leerjaar;2;16;De Gele Ballon
2016-2017;3e leerjaar;0;15;De Gele Ballon
2016-2017;4e leerjaar;0;10;De Gele Ballon
2016-2017;5e leerjaar;0;10;De Gele Ballon
2018-2019;6e leerjaar;0;9;De Gele Ballon
2019-2020;2e leerjaar;2;20;De Gele Ballon
2018-2019;4e leerjaar;0;12;De Gele Ballon
2019-2020;6e leerjaar;0;11;De Gele Ballon
2018-2019;2e leerjaar;2;10;De Gele Ballon
2018-2019;1e leerjaar;1;23;De Gele Ballon
2016-2017;6e leerjaar;0;10;De Gele Ballon
2018-2019;5e leerjaar;1;11;De Gele Ballon
2011-2012;6e leerjaar;1;16;Omnimundo
2015-2016;6e leerjaar;0;12;Omnimundo
2014-2015;6e leerjaar;0;11;Omnimundo
2014-2015;5e leerjaar;0;18;Omnimundo
2014-2015;4e leerjaar;0;19;Omnimundo
2014-2015;3e leerjaar;6;30;Omnimundo
2014-2015;1e leerjaar;9;36;Omnimundo
2015-2016;4e leerjaar;0;26;Omnimundo
2015-2016;3e leerjaar;1;28;Omnimundo
2015-2016;5e leerjaar;0;14;Omnimundo
2015-2016;2e leerjaar;1;32;Omnimundo
2015-2016;1e leerjaar;9;35;Omnimundo
2014-2015;2e leerjaar;2;31;Omnimundo
2012-2013;3e leerjaar;6;33;Omnimundo
2013-2014;6e leerjaar;0;20;Omnimundo
2013-2014;5e leerjaar;0;18;Omnimundo
2013-2014;4e leerjaar;1;22;Omnimundo
2013-2014;3e leerjaar;7;31;Omnimundo
2013-2014;2e leerjaar;3;29;Omnimundo
2013-2014;1e leerjaar;7;39;Omnimundo
2012-2013;4e leerjaar;1;14;Omnimundo
2011-2012;1e leerjaar;2;32;Omnimundo
2011-2012;4e leerjaar;0;21;Omnimundo
2012-2013;2e leerjaar;10;35;Omnimundo
2012-2013;1e leerjaar;8;40;Omnimundo
2012-2013;6e leerjaar;0;12;Omnimundo
2011-2012;2e leerjaar;2;39;Omnimundo
2011-2012;3e leerjaar;4;20;Omnimundo
2011-2012;5e leerjaar;0;16;Omnimundo
2012-2013;5e leerjaar;1;21;Omnimundo
2016-2017;6e leerjaar;0;12;Omnimundo
2016-2017;5e leerjaar;0;12;Omnimundo
2016-2017;4e leerjaar;9;28;Omnimundo
2016-2017;3e leerjaar;6;32;Omnimundo
2016-2017;2e leerjaar;5;32;Omnimundo
2018-2019;4e leerjaar;1;28;Omnimundo
2016-2017;1e leerjaar;6;24;Omnimundo
2018-2019;6e leerjaar;0;16;Omnimundo
2018-2019;3e leerjaar;3;18;Omnimundo
2018-2019;5e leerjaar;0;28;Omnimundo
2018-2019;1e leerjaar;2;24;Omnimundo
2017-2018;1e leerjaar;1;23;Omnimundo
2019-2020;6e leerjaar;0;22;Omnimundo
2019-2020;5e leerjaar;0;19;Omnimundo
2019-2020;4e leerjaar;0;13;Omnimundo
2019-2020;3e leerjaar;3;20;Omnimundo
2018-2019;2e leerjaar;2;23;Omnimundo
2017-2018;6e leerjaar;0;10;Omnimundo
2017-2018;5e leerjaar;2;22;Omnimundo
2017-2018;4e leerjaar;0;31;Omnimundo
2017-2018;2e leerjaar;3;23;Omnimundo
2019-2020;1e leerjaar;2;18;Omnimundo
2019-2020;2e leerjaar;5;21;Omnimundo
2017-2018;3e leerjaar;7;32;Omnimundo
2013-2014;2e leerjaar;1;23;Het Talent
2013-2014;1e leerjaar;1;29;Het Talent
2012-2013;3e leerjaar;0;11;Het Talent
2012-2013;2e leerjaar;0;20;Het Talent
2012-2013;1e leerjaar;0;17;Het Talent
2014-2015;5e leerjaar;0;14;Het Talent
2015-2016;2e leerjaar;2;23;Het Talent
2014-2015;4e leerjaar;1;22;Het Talent
2015-2016;3e leerjaar;2;27;Het Talent
2015-2016;5e leerjaar;0;17;Het Talent
2013-2014;3e leerjaar;1;22;Het Talent
2014-2015;1e leerjaar;2;26;Het Talent
2015-2016;4e leerjaar;1;19;Het Talent
2014-2015;2e leerjaar;2;29;Het Talent
2014-2015;3e leerjaar;2;24;Het Talent
2015-2016;1e leerjaar;2;24;Het Talent
2015-2016;6e leerjaar;0;13;Het Talent
2011-2012;1e leerjaar;0;21;Het Talent
2011-2012;2e leerjaar;1;9;Het Talent
2013-2014;4e leerjaar;0;14;Het Talent
2017-2018;3e leerjaar;3;16;Het Talent
2019-2020;5e leerjaar;0;12;Het Talent
2017-2018;6e leerjaar;0;22;Het Talent
2017-2018;5e leerjaar;0;24;Het Talent
2019-2020;6e leerjaar;0;20;Het Talent
2017-2018;4e leerjaar;2;19;Het Talent
2018-2019;1e leerjaar;2;23;Het Talent
2016-2017;3e leerjaar;0;22;Het Talent
2016-2017;6e leerjaar;0;17;Het Talent
2016-2017;5e leerjaar;0;20;Het Talent
2019-2020;4e leerjaar;1;17;Het Talent
2016-2017;4e leerjaar;0;24;Het Talent
2017-2018;2e leerjaar;4;22;Het Talent
2016-2017;1e leerjaar;3;24;Het Talent
2016-2017;2e leerjaar;0;20;Het Talent
2017-2018;1e leerjaar;3;19;Het Talent
2018-2019;4e leerjaar;1;15;Het Talent
2018-2019;3e leerjaar;1;18;Het Talent
2019-2020;3e leerjaar;3;15;Het Talent
2018-2019;5e leerjaar;0;20;Het Talent
2018-2019;6e leerjaar;0;21;Het Talent
2019-2020;1e leerjaar;2;21;Het Talent
2018-2019;2e leerjaar;1;20;Het Talent
2019-2020;2e leerjaar;1;23;Het Talent
2014-2015;4e leerjaar;1;21;Kleine Muze
2012-2013;2e leerjaar;4;7;Kleine Muze
2012-2013;1e leerjaar;1;16;Kleine Muze
2015-2016;3e leerjaar;1;21;Kleine Muze
2014-2015;1e leerjaar;0;24;Kleine Muze
2014-2015;2e leerjaar;1;20;Kleine Muze
2014-2015;3e leerjaar;0;19;Kleine Muze
2015-2016;2e leerjaar;0;24;Kleine Muze
2015-2016;5e leerjaar;0;15;Kleine Muze
2015-2016;4e leerjaar;0;19;Kleine Muze
2013-2014;3e leerjaar;0;21;Kleine Muze
2013-2014;2e leerjaar;0;21;Kleine Muze
2013-2014;1e leerjaar;2;17;Kleine Muze
2015-2016;1e leerjaar;0;23;Kleine Muze
2017-2018;5e leerjaar;0;19;Kleine Muze
2019-2020;1e leerjaar;1;24;Kleine Muze
2017-2018;1e leerjaar;1;23;Kleine Muze
2019-2020;5e leerjaar;1;24;Kleine Muze
2019-2020;2e leerjaar;0;19;Kleine Muze
2019-2020;3e leerjaar;0;18;Kleine Muze
2017-2018;2e leerjaar;0;22;Kleine Muze
2018-2019;1e leerjaar;2;24;Kleine Muze
2017-2018;4e leerjaar;0;18;Kleine Muze
2019-2020;4e leerjaar;0;23;Kleine Muze
2017-2018;6e leerjaar;0;10;Kleine Muze
2016-2017;1e leerjaar;0;22;Kleine Muze
2016-2017;2e leerjaar;1;23;Kleine Muze
2016-2017;3e leerjaar;0;21;Kleine Muze
2016-2017;4e leerjaar;0;21;Kleine Muze
2016-2017;5e leerjaar;1;12;Kleine Muze
2016-2017;6e leerjaar;0;11;Kleine Muze
2017-2018;3e leerjaar;1;23;Kleine Muze
2018-2019;3e leerjaar;1;21;Kleine Muze
2018-2019;4e leerjaar;0;22;Kleine Muze
2018-2019;5e leerjaar;0;18;Kleine Muze
2018-2019;6e leerjaar;0;19;Kleine Muze
2018-2019;2e leerjaar;2;22;Kleine Muze
2019-2020;6e leerjaar;0;17;Kleine Muze
2015-2016;3e leerjaar;1;30;Groene Eilandje
2014-2015;1e leerjaar;2;24;Groene Eilandje
2014-2015;2e leerjaar;4;22;Groene Eilandje
2014-2015;3e leerjaar;1;18;Groene Eilandje
2014-2015;4e leerjaar;0;17;Groene Eilandje
2014-2015;5e leerjaar;0;11;Groene Eilandje
2012-2013;1e leerjaar;0;19;Groene Eilandje
2012-2013;2e leerjaar;2;24;Groene Eilandje
2015-2016;2e leerjaar;4;41;Groene Eilandje
2013-2014;1e leerjaar;1;21;Groene Eilandje
2013-2014;2e leerjaar;1;20;Groene Eilandje
2013-2014;3e leerjaar;0;20;Groene Eilandje
2013-2014;4e leerjaar;1;12;Groene Eilandje
2015-2016;1e leerjaar;1;47;Groene Eilandje
2012-2013;3e leerjaar;1;10;Groene Eilandje
2015-2016;6e leerjaar;0;11;Groene Eilandje
2015-2016;4e leerjaar;3;29;Groene Eilandje
2015-2016;5e leerjaar;0;20;Groene Eilandje
2016-2017;3e leerjaar;1;43;Groene Eilandje
2019-2020;4e leerjaar;1;44;Groene Eilandje
2019-2020;3e leerjaar;0;44;Groene Eilandje
2019-2020;2e leerjaar;5;50;Groene Eilandje
2019-2020;1e leerjaar;5;48;Groene Eilandje
2019-2020;5e leerjaar;0;35;Groene Eilandje
2016-2017;2e leerjaar;2;42;Groene Eilandje
2019-2020;6e leerjaar;0;28;Groene Eilandje
2016-2017;4e leerjaar;1;33;Groene Eilandje
2016-2017;5e leerjaar;3;30;Groene Eilandje
2016-2017;6e leerjaar;0;19;Groene Eilandje
2016-2017;1e leerjaar;7;49;Groene Eilandje
2017-2018;3e leerjaar;5;40;Groene Eilandje
2017-2018;1e leerjaar;3;49;Groene Eilandje
2018-2019;6e leerjaar;0;25;Groene Eilandje
2018-2019;5e leerjaar;2;33;Groene Eilandje
2018-2019;4e leerjaar;6;37;Groene Eilandje
2018-2019;3e leerjaar;3;38;Groene Eilandje
2018-2019;2e leerjaar;8;50;Groene Eilandje
2017-2018;4e leerjaar;1;39;Groene Eilandje
2017-2018;5e leerjaar;1;30;Groene Eilandje
2018-2019;1e leerjaar;7;50;Groene Eilandje
2017-2018;6e leerjaar;1;23;Groene Eilandje
2017-2018;2e leerjaar;5;48;Groene Eilandje
2015-2016;2e leerjaar;0;7;Land van Nu
2015-2016;1e leerjaar;1;20;Land van Nu
2012-2013;1e leerjaar;0;1;Land van Nu
2013-2014;2e leerjaar;0;5;Land van Nu
2015-2016;3e leerjaar;0;15;Land van Nu
2015-2016;4e leerjaar;0;5;Land van Nu
2014-2015;1e leerjaar;0;6;Land van Nu
2014-2015;2e leerjaar;0;11;Land van Nu
2014-2015;3e leerjaar;0;6;Land van Nu
2013-2014;1e leerjaar;0;11;Land van Nu
2016-2017;3e leerjaar;0;7;Land van Nu
2016-2017;2e leerjaar;0;19;Land van Nu
2016-2017;1e leerjaar;1;35;Land van Nu
2017-2018;1e leerjaar;1;25;Land van Nu
2019-2020;1e leerjaar;0;25;Land van Nu
2018-2019;1e leerjaar;0;25;Land van Nu
2015-2016;1e leerjaar;1;10;Land van Nu
2015-2016;2e leerjaar;0;10;Land van Nu
2014-2015;1e leerjaar;1;11;Land van Nu
2016-2017;1e leerjaar;3;24;Land van Nu
2016-2017;2e leerjaar;1;10;Land van Nu
2016-2017;3e leerjaar;0;11;Land van Nu
2018-2019;5e leerjaar;0;7;Land van Nu
2018-2019;6e leerjaar;0;8;Land van Nu
2019-2020;4e leerjaar;0;33;Land van Nu
2019-2020;3e leerjaar;0;24;Land van Nu
2018-2019;3e leerjaar;1;33;Land van Nu
2018-2019;2e leerjaar;0;25;Land van Nu
2018-2019;4e leerjaar;0;19;Land van Nu
2019-2020;2e leerjaar;1;25;Land van Nu
2019-2020;5e leerjaar;0;17;Land van Nu
2016-2017;4e leerjaar;0;12;Land van Nu
2017-2018;2e leerjaar;0;31;Land van Nu
2017-2018;3e leerjaar;0;20;Land van Nu
2017-2018;4e leerjaar;0;7;Land van Nu
2017-2018;5e leerjaar;0;8;Land van Nu
2017-2018;6e leerjaar;0;4;Land van Nu
2019-2020;6e leerjaar;0;7;Land van Nu
2016-2017;5e leerjaar;0;5;Land van Nu
2015-2016;1e leerjaar;0;9;Land van Nu
2017-2018;1e leerjaar;1;23;Land van Nu
2017-2018;3e leerjaar;0;6;Land van Nu
2016-2017;2e leerjaar;1;7;Land van Nu
2016-2017;1e leerjaar;1;19;Land van Nu
2017-2018;2e leerjaar;1;17;Land van Nu
2015-2016;4e leerjaar;0;6;Land van Nu
2014-2015;3e leerjaar;0;1;Land van Nu
2013-2014;1e leerjaar;0;2;Land van Nu
2013-2014;2e leerjaar;0;1;Land van Nu
2014-2015;1e leerjaar;0;4;Land van Nu
2014-2015;2e leerjaar;0;3;Land van Nu
2015-2016;3e leerjaar;0;3;Land van Nu
2015-2016;2e leerjaar;0;9;Land van Nu
2015-2016;1e leerjaar;0;13;Land van Nu
2018-2019;4e leerjaar;1;7;Land van Nu
2016-2017;4e leerjaar;0;2;Land van Nu
2018-2019;6e leerjaar;0;5;Land van Nu
2018-2019;1e leerjaar;0;22;Land van Nu
2016-2017;3e leerjaar;0;10;Land van Nu
2016-2017;1e leerjaar;2;17;Land van Nu
2017-2018;1e leerjaar;1;15;Land van Nu
2017-2018;2e leerjaar;3;21;Land van Nu
2017-2018;3e leerjaar;0;7;Land van Nu
2017-2018;4e leerjaar;1;11;Land van Nu
2017-2018;5e leerjaar;1;5;Land van Nu
2018-2019;2e leerjaar;2;18;Land van Nu
2016-2017;2e leerjaar;0;8;Land van Nu
2016-2017;5e leerjaar;0;6;Land van Nu
2018-2019;5e leerjaar;0;11;Land van Nu
2018-2019;3e leerjaar;2;22;Land van Nu
2017-2018;6e leerjaar;0;4;Land van Nu
2019-2020;4e leerjaar;0;24;Land van Nu
2019-2020;6e leerjaar;0;10;Land van Nu
2019-2020;1e leerjaar;3;21;Land van Nu
2019-2020;5e leerjaar;0;9;Land van Nu
2019-2020;3e leerjaar;1;17;Land van Nu
2019-2020;2e leerjaar;2;23;Land van Nu
2015-2016;6e leerjaar;0;13;De Zonnebloem
2015-2016;5e leerjaar;0;20;De Zonnebloem
2015-2016;4e leerjaar;2;26;De Zonnebloem
2015-2016;3e leerjaar;1;24;De Zonnebloem
2015-2016;1e leerjaar;0;26;De Zonnebloem
2014-2015;1e leerjaar;1;26;De Zonnebloem
2014-2015;2e leerjaar;1;22;De Zonnebloem
2015-2016;2e leerjaar;0;26;De Zonnebloem
2014-2015;4e leerjaar;0;23;De Zonnebloem
2014-2015;3e leerjaar;0;25;De Zonnebloem
2014-2015;6e leerjaar;0;18;De Zonnebloem
2014-2015;5e leerjaar;0;13;De Zonnebloem
2019-2020;4e leerjaar;3;22;De Zonnebloem
2018-2019;1e leerjaar;0;26;De Zonnebloem
2018-2019;2e leerjaar;1;25;De Zonnebloem
2018-2019;3e leerjaar;0;18;De Zonnebloem
2018-2019;4e leerjaar;0;24;De Zonnebloem
2018-2019;5e leerjaar;0;23;De Zonnebloem
2018-2019;6e leerjaar;0;19;De Zonnebloem
2016-2017;6e leerjaar;0;20;De Zonnebloem
2017-2018;5e leerjaar;0;22;De Zonnebloem
2019-2020;1e leerjaar;0;26;De Zonnebloem
2017-2018;6e leerjaar;0;24;De Zonnebloem
2019-2020;3e leerjaar;1;25;De Zonnebloem
2017-2018;3e leerjaar;1;26;De Zonnebloem
2019-2020;5e leerjaar;1;25;De Zonnebloem
2019-2020;6e leerjaar;0;22;De Zonnebloem
2016-2017;5e leerjaar;0;26;De Zonnebloem
2016-2017;4e leerjaar;0;23;De Zonnebloem
2016-2017;3e leerjaar;0;26;De Zonnebloem
2016-2017;2e leerjaar;0;26;De Zonnebloem
2016-2017;1e leerjaar;2;26;De Zonnebloem
2017-2018;4e leerjaar;1;24;De Zonnebloem
2017-2018;2e leerjaar;1;19;De Zonnebloem
2019-2020;2e leerjaar;2;25;De Zonnebloem
2017-2018;1e leerjaar;2;26;De Zonnebloem
2015-2016;4e leerjaar;0;33;Elisabeth
2015-2016;1e leerjaar;2;42;Elisabeth
2015-2016;2e leerjaar;4;26;Elisabeth
2015-2016;3e leerjaar;3;24;Elisabeth
2014-2015;1e leerjaar;2;23;Elisabeth
2014-2015;2e leerjaar;1;24;Elisabeth
2014-2015;3e leerjaar;0;34;Elisabeth
2018-2019;2e leerjaar;3;25;Elisabeth
2019-2020;3e leerjaar;0;23;Elisabeth
2019-2020;2e leerjaar;3;22;Elisabeth
2019-2020;5e leerjaar;0;19;Elisabeth
2019-2020;1e leerjaar;4;25;Elisabeth
2019-2020;6e leerjaar;0;20;Elisabeth
2019-2020;4e leerjaar;1;25;Elisabeth
2016-2017;1e leerjaar;3;50;Elisabeth
2018-2019;3e leerjaar;1;22;Elisabeth
2018-2019;4e leerjaar;0;17;Elisabeth
2018-2019;5e leerjaar;1;23;Elisabeth
2016-2017;4e leerjaar;0;22;Elisabeth
2016-2017;3e leerjaar;0;21;Elisabeth
2017-2018;1e leerjaar;5;23;Elisabeth
2018-2019;1e leerjaar;3;24;Elisabeth
2017-2018;5e leerjaar;0;22;Elisabeth
2018-2019;6e leerjaar;0;20;Elisabeth
2017-2018;3e leerjaar;1;18;Elisabeth
2017-2018;4e leerjaar;0;21;Elisabeth
2017-2018;2e leerjaar;2;26;Elisabeth
2016-2017;2e leerjaar;0;33;Elisabeth
2017-2018;1e leerjaar;3;23;Elisabeth
2017-2018;3e leerjaar;0;13;Elisabeth
2017-2018;2e leerjaar;2;35;Elisabeth
2017-2018;6e leerjaar;0;30;Elisabeth
2016-2017;5e leerjaar;2;33;Elisabeth
2016-2017;1e leerjaar;1;20;Elisabeth
2019-2020;2e leerjaar;2;21;Het Pieterke
